id,Type
383,ADD/ALT
384,ADD/ALT
385,ADD/ALT
386,ADD/ALT
387,ADD/ALT
388,ADD/ALT
389,ADD/ALT
390,ADD/ALT
391,ADD/ALT
392,NEW
393,ADD/ALT
394,ADD/ALT
395,ADD/ALT
396,ADD/ALT
397,ADD/ALT
398,ADD/ALT
399,ADD/ALT
400,ALTER
401,ALTER
402,ADD/ALT
403,ALTER
404,ADD/ALT
405,ADD/ALT
406,ADD/ALT
407,ADD/ALT
408,ADD/ALT
409,ADD/ALT
410,ADD/ALT
411,ALTER
412,ADD/ALT
413,ADD/ALT
414,ADD/ALT
415,DEMOLITION
416,ADD/ALT
417,ADD/ALT
418,ADD/ALT
419,ADD/ALT
420,ADD/ALT
421,ADD/ALT
422,ALTER
423,ADD/ALT
424,ADD/ALT
425,ALTER
426,DEMOLITION
427,NEW
428,NEW
429,NEW
430,ADD/ALT
431,NEW
432,ADD/ALT
433,ALTER
434,ADD/ALT
435,ADD/ALT
436,ADD/ALT
437,ADD/ALT
438,ADD/ALT
439,TREE/VEGETATION MAINT/RESTORE
440,ADD/ALT
441,ADD/ALT
442,NEW
443,ADD/ALT
444,ADD/ALT
445,ADD/ALT
446,ADD/ALT
447,NEW
448,ADD/ALT
449,ADD/ALT
450,NEW
451,ADD/ALT
452,ADD/ALT
453,ADD/ALT
454,ADD/ALT
455,ADD/ALT
456,ADD/ALT
457,ADD/ALT
458,ADD/ALT
459,ADD/ALT
460,ADD/ALT
461,NEW
462,ADD/ALT
463,ADD/ALT
464,NEW
465,ADD/ALT
466,ADD/ALT
467,ADD/ALT
468,ADD/ALT
469,ADD/ALT
470,ADD/ALT
471,ALTER
472,ADD/ALT
473,ADD/ALT
474,ALTER
475,ADD/ALT
476,ADD/ALT
477,TREE/VEGETATION MAINT/RESTORE
478,ADD/ALT
479,ADD/ALT
480,ADD/ALT
481,ADD/ALT
482,ADD/ALT
483,ADD/ALT
484,NEW
485,NEW
486,ADD/ALT
487,ADD/ALT
488,DEMOLITION
489,NEW
490,ADD/ALT
491,ADD/ALT
492,ADD/ALT
493,ADD/ALT
494,ADD/ALT
495,NEW
496,ADD/ALT
497,ADD/ALT
498,DEMOLITION
499,DEMOLITION
500,ADD/ALT
501,
502,ADD/ALT
503,ALTER
504,ADD/ALT
505,NEW
506,ADD/ALT
507,ADD/ALT
508,ADD/ALT
509,ADD/ALT
510,ADD/ALT
511,ADD/ALT
512,ADD/ALT
513,NEW
514,ADD/ALT
515,ADD/ALT
516,ADD/ALT
517,NEW
518,DEMOLITION
519,NEW
520,ADD/ALT
521,ADD/ALT
522,ADD/ALT
523,ADD/ALT
524,ADD/ALT
525,NEW
526,DEMOLITION
527,ADD/ALT
528,ADD/ALT
529,ADD/ALT
530,ADD/ALT
531,ADD/ALT
532,ADD/ALT
533,ADD/ALT
534,ADD/ALT
535,ADD/ALT
536,NEW
537,ADD/ALT
538,ADD/ALT
539,ADD/ALT
540,ADD/ALT
541,ADD/ALT
542,ADD/ALT
543,ADD/ALT
544,ADD/ALT
545,ADD/ALT
546,NEW
547,ADD/ALT
548,ADD/ALT
549,ADD/ALT
550,ADD/ALT
551,ALTER
552,NEW
553,ADD/ALT
554,ADD/ALT
555,ADD/ALT
556,ADD/ALT
557,ALTER
558,ALTER
559,SHORELINE EXEMPTION ONLY
560,SHORELINE EXEMPTION ONLY
561,DEMOLITION
562,ADD/ALT
563,NEW
564,NEW
565,NEW
566,DEMOLITION
567,ADD/ALT
568,ADD/ALT
569,ADD/ALT
570,NEW
571,DEMOLITION
572,NEW
573,DEMOLITION
574,ADD/ALT
575,ADD/ALT
576,ADD/ALT
577,NEW
578,DEMOLITION
579,ADD/ALT
580,ADD/ALT
581,NEW
582,ADD/ALT
583,ADD/ALT
584,ADD/ALT
585,ADD/ALT
586,ADD/ALT
587,ADD/ALT
588,ADD/ALT
589,ADD/ALT
590,ADD/ALT
591,ADD/ALT
592,TREE/VEGETATION MAINT/RESTORE
593,ADD/ALT
594,NEW
595,TREE/VEGETATION MAINT/RESTORE
596,NEW
597,NEW
598,DEMOLITION
599,NO CONSTRUCTION
600,ADD/ALT
601,ALTER
602,
603,ADD/ALT
604,ADD/ALT
605,NEW
606,ADD/ALT
607,ADD/ALT
608,ADD/ALT
609,ADD/ALT
610,ADD/ALT
611,ADD/ALT
612,ADD/ALT
613,ADD/ALT
614,ADD/ALT
615,ADD/ALT
616,ALTER
617,ADD/ALT
618,ADD/ALT
619,ADD/ALT
620,ADD/ALT
621,ADD/ALT
622,ADD/ALT
623,ADD/ALT
624,ADD/ALT
625,ADD/ALT
626,ADD/ALT
627,ADD/ALT
628,ADD/ALT
629,NEW
630,ADD/ALT
631,ADD/ALT
632,ADD/ALT
633,ADD/ALT
634,ADD/ALT
635,ADD/ALT
636,ADD/ALT
637,ADD/ALT
638,ADD/ALT
639,ADD/ALT
640,ADD/ALT
641,ADD/ALT
642,ADD/ALT
643,ADD/ALT
644,ADD/ALT
645,ADD/ALT
646,ADD/ALT
647,ADD/ALT
648,ADD/ALT
649,ADD/ALT
650,ADD/ALT
651,ALTER
652,ADD/ALT
653,NEW
654,ADD/ALT
655,ADD/ALT
656,ADD/ALT
657,ADD/ALT
658,ADD/ALT
659,ADD/ALT
660,ADD/ALT
661,ADD/ALT
662,ADD/ALT
663,NEW
664,NEW
665,NEW
666,NEW
667,NEW
668,NEW
669,DEMOLITION
670,DEMOLITION
671,ADD/ALT
672,ADD/ALT
673,ADD/ALT
674,ADD/ALT
675,ADD/ALT
676,ALTER
677,ADD/ALT
678,ADD/ALT
679,ADD/ALT
680,ADD/ALT
681,ADD/ALT
682,ADD/ALT
683,ADD/ALT
684,ADD/ALT
685,ADD/ALT
686,ADD/ALT
687,ADD/ALT
688,DEMOLITION
689,NEW
690,NEW
691,DEMOLITION
692,NEW
693,ADD/ALT
694,ADD/ALT
695,NEW
696,DEMOLITION
697,ADD/ALT
698,ADD/ALT
699,ADD/ALT
700,ADD/ALT
701,ADD/ALT
702,ADD/ALT
703,ADD/ALT
704,ADD/ALT
705,ADD/ALT
706,ADD/ALT
707,NEW
708,ADD/ALT
709,ADD/ALT
710,ADD/ALT
711,ADD/ALT
712,ADD/ALT
713,ADD/ALT
714,ADD/ALT
715,ADD/ALT
716,ADD/ALT
717,
718,ADD/ALT
719,ADD/ALT
720,GRADING
721,ADD/ALT
722,ADD/ALT
723,ALTER
724,ADD/ALT
725,ALTER
726,ALTER
727,ADD/ALT
728,ADD/ALT
729,ADD/ALT
730,ADD/ALT
731,ADD/ALT
732,NEW
733,ADD/ALT
734,ADD/ALT
735,ADD/ALT
736,ADD/ALT
737,ADD/ALT
738,ADD/ALT
739,ADD/ALT
740,ADD/ALT
741,ADD/ALT
742,ADD/ALT
743,NEW
744,ADD/ALT
745,ADD/ALT
746,ADD/ALT
747,ADD/ALT
748,ADD/ALT
749,ADD/ALT
750,ADD/ALT
751,ADD/ALT
752,ADD/ALT
753,NEW
754,ADD/ALT
755,ADD/ALT
756,ADD/ALT
757,ADD/ALT
758,ADD/ALT
759,ADD/ALT
760,ADD/ALT
761,DEMOLITION
762,ADD/ALT
763,ADD/ALT
764,ADD/ALT
765,ADD/ALT
766,NEW
767,ADD/ALT
768,ADD/ALT
769,DEMOLITION
770,NEW
771,ADD/ALT
772,ADD/ALT
773,ADD/ALT
774,ADD/ALT
775,ADD/ALT
776,ADD/ALT
777,NEW
778,NEW
779,ADD/ALT
780,ADD/ALT
781,ADD/ALT
782,ADD/ALT
783,ADD/ALT
784,ADD/ALT
785,ALTER
786,ALTER
787,ADD/ALT
788,DEMOLITION
789,ADD/ALT
790,DEMOLITION
791,ADD/ALT
792,ADD/ALT
793,ADD/ALT
794,ALTER
795,ADD/ALT
796,DEMOLITION
797,NEW
798,ADD/ALT
799,ADD/ALT
800,ADD/ALT
801,ADD/ALT
802,ADD/ALT
803,ADD/ALT
804,DEMOLITION
805,ADD/ALT
806,ADD/ALT
807,ADD/ALT
808,ADD/ALT
809,DEMOLITION
810,ADD/ALT
811,ADD/ALT
812,ADD/ALT
813,ADD/ALT
814,ADD/ALT
815,ADD/ALT
816,ADD/ALT
817,ADD/ALT
818,ADD/ALT
819,NEW
820,NEW
821,ADD/ALT
822,ADD/ALT
823,NEW
824,ADD/ALT
825,NEW
826,DEMOLITION
827,ALTER
828,ADD/ALT
829,ADD/ALT
830,ADD/ALT
831,DEMOLITION
832,ADD/ALT
833,ADD/ALT
834,ADD/ALT
835,
836,ADD/ALT
837,DEMOLITION
838,NEW
839,ADD/ALT
840,ADD/ALT
841,ADD/ALT
842,ADD/ALT
843,ADD/ALT
844,ADD/ALT
845,ADD/ALT
846,ADD/ALT
847,ADD/ALT
848,ADD/ALT
849,ADD/ALT
850,ADD/ALT
851,ADD/ALT
852,ADD/ALT
853,ADD/ALT
854,ADD/ALT
855,ADD/ALT
856,NEW
857,NEW
858,NEW
859,NEW
860,NEW
861,DEMOLITION
862,ADD/ALT
863,ALTER
864,ADD/ALT
865,NEW
866,ADD/ALT
867,ADD/ALT
868,ADD/ALT
869,DEMOLITION
870,ADD/ALT
871,ADD/ALT
872,ADD/ALT
873,NEW
874,ADD/ALT
875,ADD/ALT
876,ADD/ALT
877,ADD/ALT
878,ADD/ALT
879,NEW
880,DEMOLITION
881,ADD/ALT
882,ADD/ALT
883,NEW
884,ADD/ALT
885,ADD/ALT
886,NEW
887,ADD/ALT
888,ADD/ALT
889,ADD/ALT
890,ADD/ALT
891,ADD/ALT
892,ADD/ALT
893,ADD/ALT
894,ADD/ALT
895,ADD/ALT
896,NEW
897,ADD/ALT
898,ADD/ALT
899,ALTER
900,ADD/ALT
901,DEMOLITION
902,ADD/ALT
903,ADD/ALT
904,ADD/ALT
905,ADD/ALT
906,ADD/ALT
907,ADD/ALT
908,ADD/ALT
909,NEW
910,ADD/ALT
911,ADD/ALT
912,ADD/ALT
913,ADD/ALT
914,ADD/ALT
915,ADD/ALT
916,ADD/ALT
917,ADD/ALT
918,ADD/ALT
919,ADD/ALT
920,ADD/ALT
921,DEMOLITION
922,NEW
923,ALTER
924,NEW
925,NEW
926,DEMOLITION
927,DEMOLITION
928,NEW
929,NEW
930,NEW
931,NEW
932,NEW
933,ADD/ALT
934,ADD/ALT
935,NEW
936,NEW
937,DEMOLITION
938,DEMOLITION
939,SHORELINE EXEMPTION ONLY
940,ADD/ALT
941,ADD/ALT
942,NEW
943,DEMOLITION
944,ADD/ALT
945,ADD/ALT
946,ADD/ALT
947,ADD/ALT
948,ADD/ALT
949,ADD/ALT
950,ADD/ALT
951,DEMOLITION
952,ADD/ALT
953,ADD/ALT
954,ADD/ALT
955,ADD/ALT
956,ADD/ALT
957,ADD/ALT
958,ALTER
959,ADD/ALT
960,ADD/ALT
961,ADD/ALT
962,ADD/ALT
963,NEW
964,ADD/ALT
965,ADD/ALT
966,ALTER
967,NEW
968,ADD/ALT
969,ADD/ALT
970,DEMOLITION
971,NEW
972,NEW
973,NEW
974,ADD/ALT
975,ADD/ALT
976,ADD/ALT
977,ADD/ALT
978,ADD/ALT
979,ADD/ALT
980,NEW
981,ADD/ALT
982,ADD/ALT
983,NEW
984,ADD/ALT
985,ADD/ALT
986,NEW
987,NEW
988,NEW
989,DEMOLITION
990,ADD/ALT
991,ADD/ALT
992,ADD/ALT
993,ADD/ALT
994,ADD/ALT
995,ADD/ALT
996,ADD/ALT
997,ADD/ALT
998,ADD/ALT
999,ADD/ALT
1000,ADD/ALT
1001,NEW
1002,NEW
1003,ADD/ALT
1004,DEMOLITION
1005,NEW
1006,NEW
1007,ADD/ALT
1008,TREE/VEGETATION MAINT/RESTORE
1009,ADD/ALT
1010,DEMOLITION
1011,NEW
1012,ADD/ALT
1013,ALTER
1014,ADD/ALT
1015,ADD/ALT
1016,NEW
1017,ADD/ALT
1018,NEW
1019,ADD/ALT
1020,ADD/ALT
1021,ADD/ALT
1022,ADD/ALT
1023,ADD/ALT
1024,ADD/ALT
1025,ADD/ALT
1026,ALTER
1027,ADD/ALT
1028,ADD/ALT
1029,ADD/ALT
1030,ADD/ALT
1031,ADD/ALT
1032,DEMOLITION
1033,DEMOLITION
1034,ADD/ALT
1035,ADD/ALT
1036,ADD/ALT
1037,ADD/ALT
1038,DEMOLITION
1039,NEW
1040,ADD/ALT
1041,NEW
1042,ADD/ALT
1043,DEMOLITION
1044,NEW
1045,ADD/ALT
1046,ADD/ALT
1047,ADD/ALT
1048,ADD/ALT
1049,ADD/ALT
1050,ADD/ALT
1051,ADD/ALT
1052,ADD/ALT
1053,ADD/ALT
1054,NEW
1055,NEW
1056,NEW
1057,TREE/VEGETATION MAINT/RESTORE
1058,ADD/ALT
1059,ADD/ALT
1060,ADD/ALT
1061,ADD/ALT
1062,ADD/ALT
1063,ADD/ALT
1064,ADD/ALT
1065,DEMOLITION
1066,ADD/ALT
1067,ADD/ALT
1068,TREE/VEGETATION MAINT/RESTORE
1069,ADD/ALT
1070,ADD/ALT
1071,ADD/ALT
1072,ADD/ALT
1073,ADD/ALT
1074,ADD/ALT
1075,ADD/ALT
1076,TREE/VEGETATION MAINT/RESTORE
1077,ADD/ALT
1078,ADD/ALT
1079,ADD/ALT
1080,NEW
1081,DEMOLITION
1082,ADD/ALT
1083,ADD/ALT
1084,ADD/ALT
1085,ADD/ALT
1086,ADD/ALT
1087,ADD/ALT
1088,ADD/ALT
1089,ADD/ALT
1090,ADD/ALT
1091,ADD/ALT
1092,ALTER
1093,ADD/ALT
1094,ADD/ALT
1095,NEW
1096,ADD/ALT
1097,ADD/ALT
1098,ADD/ALT
1099,NEW
1100,ADD/ALT
1101,ADD/ALT
1102,ADD/ALT
1103,NEW
1104,NEW
1105,DEMOLITION
1106,ADD/ALT
1107,ADD/ALT
1108,ADD/ALT
1109,ADD/ALT
1110,ALTER
1111,ADD/ALT
1112,ALTER
1113,ADD/ALT
1114,ADD/ALT
1115,ADD/ALT
1116,ALTER
1117,ADD/ALT
1118,ADD/ALT
1119,DEMOLITION
1120,NEW
1121,DEMOLITION
1122,DEMOLITION
1123,NEW
1124,NEW
1125,DEMOLITION
1126,ADD/ALT
1127,ADD/ALT
1128,ADD/ALT
1129,ADD/ALT
1130,ADD/ALT
1131,ADD/ALT
1132,ADD/ALT
1133,ADD/ALT
1134,DEMOLITION
1135,ADD/ALT
1136,ADD/ALT
1137,ADD/ALT
1138,NEW
1139,ADD/ALT
1140,ADD/ALT
1141,ADD/ALT
1142,ADD/ALT
1143,ADD/ALT
1144,ADD/ALT
1145,ADD/ALT
1146,ADD/ALT
1147,ADD/ALT
1148,NO CONSTRUCTION
1149,ADD/ALT
1150,ADD/ALT
1151,ADD/ALT
1152,ADD/ALT
1153,ADD/ALT
1154,ADD/ALT
1155,ADD/ALT
1156,DEMOLITION
1157,ADD/ALT
1158,ADD/ALT
1159,NEW
1160,ADD/ALT
1161,ADD/ALT
1162,ADD/ALT
1163,ADD/ALT
1164,ALTER
1165,ALTER
1166,ADD/ALT
1167,NEW
1168,ADD/ALT
1169,ADD/ALT
1170,ADD/ALT
1171,ADD/ALT
1172,ADD/ALT
1173,ADD/ALT
1174,NEW
1175,DEMOLITION
1176,NEW
1177,ADD/ALT
1178,DEMOLITION
1179,
1180,ADD/ALT
1181,NO CONSTRUCTION
1182,ADD/ALT
1183,ADD/ALT
1184,DEMOLITION
1185,ADD/ALT
1186,ADD/ALT
1187,ADD/ALT
1188,ADD/ALT
1189,ADD/ALT
1190,ADD/ALT
1191,ADD/ALT
1192,ADD/ALT
1193,ADD/ALT
1194,DEMOLITION
1195,NEW
1196,DEMOLITION
1197,ADD/ALT
1198,ADD/ALT
1199,ADD/ALT
1200,ADD/ALT
1201,ADD/ALT
1202,ADD/ALT
1203,ADD/ALT
1204,ADD/ALT
1205,ADD/ALT
1206,NEW
1207,ADD/ALT
1208,ADD/ALT
1209,DEMOLITION
1210,NEW
1211,DEMOLITION
1212,ADD/ALT
1213,
1214,ADD/ALT
1215,ADD/ALT
1216,ADD/ALT
1217,ADD/ALT
1218,ADD/ALT
1219,ADD/ALT
1220,ADD/ALT
1221,ADD/ALT
1222,DEMOLITION
1223,ADD/ALT
1224,NEW
1225,DEMOLITION
1226,DEMOLITION
1227,NEW
1228,ADD/ALT
1229,ADD/ALT
1230,DEMOLITION
1231,ADD/ALT
1232,ADD/ALT
1233,ADD/ALT
1234,NEW
1235,DEMOLITION
1236,ADD/ALT
1237,ADD/ALT
1238,ADD/ALT
1239,DEMOLITION
1240,ADD/ALT
1241,NEW
1242,NEW
1243,ADD/ALT
1244,ADD/ALT
1245,ADD/ALT
1246,GRADING
1247,TREE/VEGETATION MAINT/RESTORE
1248,ADD/ALT
1249,TREE/VEGETATION MAINT/RESTORE
1250,TREE/VEGETATION MAINT/RESTORE
1251,ADD/ALT
1252,ADD/ALT
1253,ADD/ALT
1254,ADD/ALT
1255,DEMOLITION
1256,ADD/ALT
1257,NEW
1258,ADD/ALT
1259,ADD/ALT
1260,NEW
1261,NEW
1262,DEMOLITION
1263,
1264,NEW
1265,NEW
1266,NEW
1267,TREE/VEGETATION MAINT/RESTORE
1268,TREE/VEGETATION MAINT/RESTORE
1269,DEMOLITION
1270,NEW
1271,ADD/ALT
1272,ADD/ALT
1273,ADD/ALT
1274,ADD/ALT
1275,ADD/ALT
1276,ADD/ALT
1277,ADD/ALT
1278,ADD/ALT
1279,ADD/ALT
1280,ADD/ALT
1281,NO CONSTRUCTION
1282,ADD/ALT
1283,ADD/ALT
1284,ADD/ALT
1285,ADD/ALT
1286,ADD/ALT
1287,ADD/ALT
1288,ADD/ALT
1289,ADD/ALT
1290,ADD/ALT
1291,ADD/ALT
1292,ADD/ALT
1293,ADD/ALT
1294,ADD/ALT
1295,ALTER
1296,
1297,ADD/ALT
1298,ADD/ALT
1299,ADD/ALT
1300,ADD/ALT
1301,DEMOLITION
1302,NEW
1303,DEMOLITION
1304,ADD/ALT
1305,ADD/ALT
1306,NEW
1307,NEW
1308,ADD/ALT
1309,ADD/ALT
1310,ADD/ALT
1311,ADD/ALT
1312,DEMOLITION
1313,ADD/ALT
1314,ADD/ALT
1315,ADD/ALT
1316,DEMOLITION
1317,NEW
1318,ADD/ALT
1319,ADD/ALT
1320,ADD/ALT
1321,ADD/ALT
1322,ADD/ALT
1323,ADD/ALT
1324,ADD/ALT
1325,ADD/ALT
1326,ADD/ALT
1327,DEMOLITION
1328,NEW
1329,ADD/ALT
1330,
1331,ADD/ALT
1332,ADD/ALT
1333,ADD/ALT
1334,ALTER
1335,TEMP
1336,ADD/ALT
1337,ADD/ALT
1338,ADD/ALT
1339,ADD/ALT
1340,ADD/ALT
1341,NEW
1342,ADD/ALT
1343,DEMOLITION
1344,TREE/VEGETATION MAINT/RESTORE
1345,NEW
1346,ADD/ALT
1347,DEMOLITION
1348,DEMOLITION
1349,NEW
1350,ADD/ALT
1351,ADD/ALT
1352,NEW
1353,DEMOLITION
1354,NEW
1355,NEW
1356,ADD/ALT
1357,ADD/ALT
1358,ADD/ALT
1359,ADD/ALT
1360,NEW
1361,ADD/ALT
1362,ADD/ALT
1363,
1364,DEMOLITION
1365,ADD/ALT
1366,NEW
1367,NEW
1368,NEW
1369,NEW
1370,NEW
1371,NEW
1372,DEMOLITION
1373,DEMOLITION
1374,NEW
1375,NEW
1376,NEW
1377,DEMOLITION
1378,DEMOLITION
1379,NEW
1380,NEW
1381,NEW
1382,NEW
1383,ADD/ALT
1384,NEW
1385,TEMP
1386,ADD/ALT
1387,NEW
1388,ADD/ALT
1389,ADD/ALT
1390,DEMOLITION
1391,NEW
1392,ADD/ALT
1393,NEW
1394,ADD/ALT
1395,ADD/ALT
1396,ADD/ALT
1397,NEW
1398,ADD/ALT
1399,ADD/ALT
1400,ADD/ALT
1401,ADD/ALT
1402,ADD/ALT
1403,NEW
1404,NEW
1405,DEMOLITION
1406,NO CONSTRUCTION
1407,SHORELINE EXEMPTION ONLY
1408,ADD/ALT
1409,ALTER
1410,DEMOLITION
1411,ADD/ALT
1412,ADD/ALT
1413,ADD/ALT
1414,ADD/ALT
1415,NEW
1416,DEMOLITION
1417,ADD/ALT
1418,ADD/ALT
1419,ADD/ALT
1420,ADD/ALT
1421,ADD/ALT
1422,ALTER
1423,ALTER
1424,ADD/ALT
1425,ADD/ALT
1426,ADD/ALT
1427,NO CONSTRUCTION
1428,ADD/ALT
1429,NEW
1430,ADD/ALT
1431,ADD/ALT
1432,ADD/ALT
1433,ADD/ALT
1434,ADD/ALT
1435,ADD/ALT
1436,ADD/ALT
1437,ADD/ALT
1438,ADD/ALT
1439,TREE/VEGETATION MAINT/RESTORE
1440,ADD/ALT
1441,ADD/ALT
1442,ADD/ALT
