id,Address,Latitude,Longitude
50425,,,
44452,1 YESLER WAY,47.60157484,-122.33574983
23302,10 BOSTON ST,47.63856664,-122.35646642
47964,10 BROAD ST,47.61555738,-122.35501194
49998,10 DENNY WAY,47.61885308,-122.35637705
46642,10 E ALLISON ST,47.64954174,-122.32502958
49720,10 E ROANOKE ST,47.64337173,-122.32907629
22296,10 HARRISON ST,47.62230575,-122.35654319
48655,10 RAYE ST,47.64346526,-122.35634673
24313,100 1ST AVE S,47.60148186,-122.33380268
4828,100 20TH AVE E,47.61866122,-122.30573103
48694,100 23RD AVE S,47.60104961,-122.30155991
38686,100 4TH AVE N,47.61915912,-122.34858677
38007,100 BROADWAY E,47.61887683,-122.32060988
43290,100 DENNY WAY,47.6187587,-122.35524764
49512,100 DEXTER AVE N,47.61917628,-122.34193448
27109,100 E EDGAR ST,47.64466664,-122.32729999
49309,100 ELLIOTT AVE W,47.61916055,-122.35872783
16631,100 MELROSE AVE E,47.61882635,-122.32760221
48700,100 MERCER ST,47.62483942,-122.35442946
7154,100 N 101ST ST,47.70250731,-122.35793658
49378,100 N 36TH ST,47.65315089,-122.3574304
19074,100 N 70TH ST,47.67968069,-122.3571844
47545,100 N 85TH ST,47.69112475,-122.35734593
7497,100 NE 103RD ST,47.70359616,-122.32783255
3405,100 NE 57TH ST,47.67034423,-122.32804307
35026,100 NW 85TH ST,47.69197153,-122.3587872
22822,100 PREFONTAINE PL S,47.60159676,-122.32916938
21263,100 REPUBLICAN ST,47.62361985,-122.35456609
24327,100 S KING ST,47.5985612,-122.33380513
12980,100 TAYLOR AVE N,47.61890637,-122.34589893
40713,100 THOMAS ST,47.62107289,-122.35519495
36881,100 W HARRISON ST,47.62224993,-122.35851124
45015,100 W MERCER ST,47.62478578,-122.35825276
20545,100 WARD ST,47.62835152,-122.35492335
36482,1000 1ST AVE,47.60505522,-122.33611689
45146,1000 1ST AVE S,47.59403763,-122.33368875
32123,1000 2ND AVE,47.6056731,-122.33512466
50076,1000 4TH AVE,47.6064911,-122.33298287
27408,1000 4TH AVE S,47.59440058,-122.32840515
15997,1000 5TH AVE N,47.62815277,-122.34732276
45070,1000 6TH AVE S,47.59427259,-122.32557966
49788,1000 8TH AVE,47.60850802,-122.32788026
34432,1000 DENNY WAY,47.61907205,-122.33652543
49558,1000 DEXTER AVE N,47.62817641,-122.34213795
27809,1000 E ALOHA ST,47.62701961,-122.31997169
48702,1000 E BOSTON ST,47.63857575,-122.31983433
47065,1000 E PIKE ST,47.61421806,-122.31930989
29258,1000 FAIRVIEW AVE N,47.62799256,-122.33133874
15521,1000 LENORA ST,47.61816194,-122.3363018
33130,1000 N 49TH ST,47.66450461,-122.34584572
41041,1000 N NORTHLAKE WAY,47.64866749,-122.34510785
48569,1000 NE 105TH ST,47.70512732,-122.31752092
30297,1000 NE 135TH ST,47.72859378,-122.31663938
10806,1000 NE 45TH ST,47.66151849,-122.31711491
25017,1000 QUEEN ANNE AVE N,47.62828641,-122.3563667
45040,1000 S HENDERSON ST,47.5232333,-122.31982043
33681,1000 S MYRTLE ST,47.53965831,-122.31994435
45896,1000 S WELLER ST,47.59774785,-122.31937089
33124,1000 SPRING ST,47.61011536,-122.32623295
45996,1000 UNION ST,47.61233227,-122.32896661
46448,1000 VIRGINIA ST,47.61741741,-122.33492177
47179,1000 WESTERN AVE,47.60470803,-122.33740579
47220,10000 47TH AVE SW,47.51376496,-122.39258614
45802,10000 51ST AVE SW,47.51380186,-122.39442407
48438,10000 AURORA AVE N,47.70158196,-122.34412372
30477,10000 LAKE SHORE BLVD NE,47.70116767,-122.27337389
15636,10000 RAINIER AVE S,47.51216033,-122.24778573
40089,10000R LAKE SHORE BLVD NE,47.70112833,-122.27353208
44245,10001 5TH AVE NE,47.70178813,-122.32353047
38629,10001 68TH AVE S,47.51147178,-122.24858897
47618,10001 LAKE CITY WAY NE,47.70151515,-122.30297884
40363,10001R 75TH AVE S,47.51109843,-122.24111987
22538,10002 17TH AVE NE,47.70141813,-122.30941508
6663,10002 AURORA AVE N,47.7022429,-122.34410901
5351,10003 47TH AVE SW,47.51366535,-122.39364803
23624,10003 9TH AVE NW,47.70168276,-122.36904634
46861,10003 GREENWOOD AVE N,47.70162616,-122.3558541
3064,10003 HOLMAN RD NW,47.70202093,-122.36255847
9616,10004 49TH AVE NE,47.70132144,-122.27503017
25531,10004 AURORA AVE N,47.70308039,-122.34412277
44671,10004 VINTON CT NW,47.70190547,-122.38283656
22123,10005 46TH AVE S,47.51095404,-122.27554586
34308,10005 7TH AVE NW,47.70253537,-122.36421002
10492,10005 BAYARD AVE NW,47.70175166,-122.38124808
29827,10005 HOLMAN RD NW,47.70202093,-122.36255848
44502,10007 31ST AVE SW,47.51345102,-122.37212199
44517,10007 51ST AVE SW,47.51364451,-122.39528655
39750,10007 RADFORD AVE NW,47.70165639,-122.38225807
41119,10008 RAINIER AVE S,47.51205822,-122.24754718
44746,10009 14TH AVE NW,47.70190038,-122.37443585
46963,10009 AURORA AVE N,47.70175041,-122.34496091
16878,10009 CALIFORNIA AVE SW,47.51345806,-122.38761443
43609,1001 1ST AVE,47.60480378,-122.33681077
37387,1001 3RD AVE,47.60582637,-122.33465269
41874,1001 3RD AVE W,47.62800426,-122.36088884
49960,1001 4TH AVE,47.60615304,-122.33389399
42588,1001 6TH AVE S,47.59416832,-122.32671951
48405,1001 ALASKAN WAY,47.60410271,-122.33959335
4791,1001 BOYLSTON AVE,47.61074717,-122.32260224
50016,1001 BROADWAY,47.61141658,-122.32136945
12610,1001 E JAMES WAY,47.60756461,-122.31858461
13555,1001 E JOHN ST,47.61977761,-122.31919819
22630,1001 E PINE ST,47.61510641,-122.31899815
48676,1001 FAIRVIEW AVE N,47.62902532,-122.33174325
2895,1001 JAMES ST,47.60601002,-122.32317409
46070,1001 LENORA ST,47.61789644,-122.3357406
49557,1001 MADISON ST,47.60886761,-122.32561828
28566,1001 MCGILVRA BLVD E,47.62752971,-122.28180064
22633,1001 QUEEN ANNE AVE N,47.6282534,-122.35715346
49234,1001 S JACKSON ST,47.59865613,-122.31938623
41650,1001 S WELLER ST,47.59724924,-122.31947714
42876,1001 STURGUS AVE S,47.5937049,-122.31450253
50374,1001 SW KLICKITAT WAY,47.56986711,-122.34897388
47273,1001 WARREN AVE N,47.62839,-122.3543326
39661,1001 WESTERN AVE,47.60449295,-122.33804582
46105,1001 WESTLAKE AVE N,47.6282368,-122.34074547
8832,10010 8TH AVE NE,47.70170404,-122.32019297
15161,10010 DENSMORE AVE N,47.70184781,-122.33673242
41998,10010 RAINIER AVE S,47.51170051,-122.24764809
13198,10011 21ST AVE NE,47.70159768,-122.30613712
24326,10011 42ND AVE SW,47.51341577,-122.38625763
9855,10011 61ST AVE S,47.51125335,-122.25740449
18103,10011 63RD AVE S,47.51128467,-122.25498554
27584,10011 WALLINGFORD AVE N,47.70181358,-122.3361818
41071,10012 9TH AVE NW,47.70204385,-122.36846098
21309,10012 DENSMORE AVE N,47.70187033,-122.33705028
31172,10013 13TH AVE NW,47.70188311,-122.37305362
22227,10013 HOLMAN RD NW,47.70202093,-122.36255848
31926,10015 42ND AVE SW,47.51331107,-122.38620247
46876,10015 ASHWORTH AVE N,47.70193847,-122.33973624
26336,10015 BEACON AVE S,47.51071909,-122.27245404
36491,10015 DENSMORE AVE N,47.70198696,-122.33783008
40386,10015 MARY AVE NW,47.70191692,-122.3757856
27175,10015 WALLINGFORD AVE N,47.70186195,-122.33651104
34145,10016 12TH AVE NE,47.70177864,-122.31480999
50098,10016 38TH AVE NE,47.70162937,-122.28776465
39133,10016 51ST AVE SW,47.51349789,-122.3944925
42027,10016 WATERS AVE S,47.51183635,-122.25163478
41724,10017 13TH AVE NW,47.70206386,-122.37305572
21980,10018 9TH AVE NW,47.70216975,-122.36847346
46561,10019 BEACON AVE S,47.51045064,-122.27216981
1398,10019 CALIFORNIA AVE SW,47.5132042,-122.38758503
8419,10019 RICHWOOD AVE NW,47.70215513,-122.38718651
22988,10019 VALMAY AVE NW,47.70208329,-122.38010601
10422,1001R N NORTHLAKE WAY,47.64829143,-122.34404866
41149,1001S ALASKAN WAY S,47.59429694,-122.33596488
5213,1002 2ND AVE,47.60522907,-122.33510702
8954,1002 36TH AVE E,47.62758278,-122.28653309
48449,1002 AIRPORT WAY S,47.59394794,-122.32453022
16639,1002 E SENECA ST,47.61244372,-122.31915237
45199,1002 N 39TH ST,47.6542541,-122.34574119
13453,1002 NE 80TH ST,47.68692289,-122.31738743
21440,1002 VALLEY ST,47.62637298,-122.33658728
12176,10020 BEACON AVE S,47.51047355,-122.27128435
28037,10020 SAND POINT WAY NE,47.70176311,-122.27714764
25210,10021 46TH AVE NE,47.70181361,-122.27926437
44908,10021 7TH AVE NW,47.70305009,-122.36473363
15838,10021 HOLMAN RD NW,47.70202093,-122.36255848
44181,10021 MARINE VIEW DR SW,47.51314905,-122.39143152
16183,10022 51ST AVE SW,47.51328403,-122.3944214
38024,10022 ASHWORTH AVE N,47.70213636,-122.33899092
8417,10022 STONE AVE N,47.70212898,-122.3416623
1355,10023 VINTON CT NW,47.70246558,-122.38255396
25816,10024 21ST AVE NE,47.70196287,-122.30564066
24275,10024 65TH AVE S,47.51122192,-122.2521031
25284,10025 32ND AVE NE,47.7018967,-122.29443805
4283,10025 ASHWORTH AVE N,47.70221475,-122.33957272
9712,10026 36TH AVE NE,47.70197533,-122.28912535
35545,10026 40TH AVE SW,47.51297122,-122.3828861
35797,10027 CALIFORNIA AVE SW,47.51299665,-122.38761642
24984,10027 RICHWOOD AVE NW,47.70232303,-122.38708099
11416,10027 SAND POINT WAY NE,47.70196074,-122.27806771
21477,10028 RAVENNA AVE NE,47.70188547,-122.29887865
29064,10029 37TH AVE SW,47.51297417,-122.37926863
43096,10029 ASHWORTH AVE N,47.70232321,-122.33959971
9499,10029 VALMAY AVE NW,47.7023389,-122.37976465
29073,1003 32ND AVE E,47.62764539,-122.29122831
5128,1003 36TH AVE E,47.62761377,-122.28718441
41501,1003 6TH AVE S,47.59416832,-122.32671951
8873,1003 ALASKAN WAY,47.60410271,-122.33959335
32672,1003 N MOTOR PL,47.65852291,-122.34542111
27774,1003 NW 56TH ST,47.66938733,-122.36972537
27822,1003 NW 65TH ST,47.67584559,-122.37003731
3775,10030 31ST AVE SW,47.5128311,-122.37168698
7965,10030 43RD PL NE,47.70255743,-122.28346703
17535,10030 59TH AVE S,47.5108704,-122.25876978
27585,10030 CALIFORNIA AVE SW,47.51288395,-122.38697363
45391,10030 RIVIERA PL NE,47.70195131,-122.27343545
3548,10031 30TH AVE SW,47.51274678,-122.37134002
6577,10031 33RD AVE SW,47.5128187,-122.37437992
47254,10033 29TH AVE NE,47.70202359,-122.29726951
25453,10033 63RD AVE S,47.51067686,-122.25500696
34231,10033B 61ST AVE S,47.51092482,-122.25798336
18443,10034 40TH AVE SW,47.51274829,-122.38289793
17529,10034 59TH AVE S,47.51082,-122.25846855
17528,10036 59TH AVE S,47.51069908,-122.25869942
44971,10036 RAINIER AVE S,47.51139308,-122.24668593
48425,10036 VALMAY AVE NW,47.702085,-122.37910658
37355,10037 39TH AVE SW,47.51264193,-122.38210971
29949,10037 40TH AVE SW,47.51265425,-122.38344949
31747,10037 47TH AVE SW,47.51288057,-122.39333722
991,10037 61ST AVE S,47.51058683,-122.25734335
14858,10037 INTERLAKE AVE N,47.70255029,-122.34094507
29233,10038 65TH AVE S,47.51083792,-122.25208039
28857,10039 48TH AVE NE,47.70229408,-122.27681451
6850,10039 49TH AVE NE,47.70225543,-122.27578332
40994,10039 51ST AVE SW,47.51284308,-122.39485789
38970,10039 DENSMORE AVE N,47.70265141,-122.33825961
10964,1004 NE 50TH ST,47.66529781,-122.31719763
29021,1004 S CLOVERDALE ST,47.52670059,-122.32000488
9219,1004 W BERTONA ST,47.65063375,-122.37054982
3919,10040 36TH AVE NE,47.70230626,-122.28904907
3103,10041 40TH AVE NE,47.70226065,-122.28571971
18487,10041 41ST AVE SW,47.51255303,-122.38483219
33828,10041 64TH AVE S,47.51041536,-122.2539377
39573,10041 ARROWSMITH AVE S,47.51166911,-122.25047591
43030,10042 40TH AVE SW,47.51254378,-122.38280435
4648,10042 43RD PL NE,47.70271898,-122.28395054
8173,10044 12TH AVE NW,47.70284406,-122.37109702
29705,10044 14TH AVE NW,47.70288498,-122.37376657
4303,10045 37TH AVE SW,47.5124907,-122.3793847
30124,10045 40TH AVE SW,47.5124336,-122.38341102
1258,10045 48TH AVE NE,47.70247622,-122.27676818
6340,10045 49TH AVE NE,47.70247136,-122.2756302
39572,10045 ARROWSMITH AVE S,47.51157883,-122.2503663
27438,10045 INTERLAKE AVE N,47.70278313,-122.34094617
21957,10046 38TH AVE NE,47.70243429,-122.28775164
43873,10047 12TH AVE NW,47.70287247,-122.37167896
2424,10047 32ND AVE NE,47.702486,-122.29448359
38058,10048 41ST AVE SW,47.51221278,-122.3841764
36088,10049 COLLEGE WAY N,47.70293779,-122.33474499
34453,1005 E ROY ST,47.62517872,-122.31920078
44106,1005 E SPRUCE ST,47.60335663,-122.31887398
45380,1005 NE 72ND ST,47.68065321,-122.31706207
46593,1005 S KING ST,47.59812192,-122.31922198
20978,1005 S WASHINGTON ST,47.60069899,-122.31911626
48946,1005 SPRING ST,47.60958782,-122.32647633
48377,1005 TERRACE ST,47.60445762,-122.3217291
9592,10050 40TH AVE SW,47.51231331,-122.38282369
3897,10050 42ND AVE SW,47.51226283,-122.3856033
9335,10051 14TH AVE NW,47.70299935,-122.37460308
13317,10052 35TH AVE NE,47.70267591,-122.29047343
19276,10053 12TH AVE NW,47.70304621,-122.37168881
28966,10054 64TH AVE S,47.51008617,-122.25327523
4568,10054 WATERS AVE S,47.51113222,-122.25053762
23504,10055 65TH AVE S,47.51014474,-122.25258935
42808,10057 65TH AVE S,47.51004341,-122.25258083
23906,10057 ARROWSMITH AVE S,47.51134719,-122.25002836
47806,10058 32ND AVE NE,47.70278939,-122.29386348
7834,1006 N 47TH ST,47.66307723,-122.34573296
34206,1006 SPRING ST,47.60981277,-122.32688249
14494,1006 SW HENDERSON ST,47.52304412,-122.34837344
33311,1006 TURNER WAY E,47.62766919,-122.30197925
6059,10061 65TH AVE S,47.50988805,-122.25269736
42267,10062 9TH AVE NW,47.70337784,-122.36848022
43317,10063 DENSMORE AVE N,47.70303587,-122.33777283
11989,1007 15TH AVE E,47.62799857,-122.31287538
26635,1007 1ST AVE,47.60480378,-122.33681077
34679,1007 20TH AVE S,47.59349442,-122.30650534
6609,1007 N 49TH ST,47.66411178,-122.34572772
28876,1007 NW 65TH ST,47.67582732,-122.37017209
10469,1007 NW 67TH ST,47.6776433,-122.37023303
35610,1007 NW 80TH ST,47.68674193,-122.36983029
33888,1007 S WELLER ST,47.59740091,-122.31924659
48849,1007 STEWART ST,47.61632879,-122.33305228
34410,1007 W NEWELL ST,47.644179,-122.37061302
36349,10070 65TH AVE S,47.50990853,-122.25213511
20882,1008 DEXTER AVE N,47.6281007,-122.3422516
7333,1008 N 109TH ST,47.70822046,-122.34550632
33506,1008 S WARSAW ST,47.54420485,-122.31955443
36190,1008 W ARMOUR ST,47.64518776,-122.37078558
35042,1008 WESTERN AVE,47.60470803,-122.33740579
10420,1009 36TH AVE E,47.62775945,-122.2871812
11818,1009 37TH AVE E,47.62772363,-122.28585086
26669,1009 5TH AVE W,47.62805575,-122.36346606
19626,1009 8TH AVE N,47.62853151,-122.34151383
40665,1009 E PIKE ST,47.61376777,-122.31888241
18949,1009 E SPRUCE ST,47.60303143,-122.31892816
37479,1009 E UNION ST,47.61270138,-122.31892961
43453,1009 W HOWE ST,47.63572195,-122.37094868
27915,1009 WESTERN AVE,47.60449295,-122.33804582
43601,101 1ST AVE S,47.60160713,-122.33449448
46394,101 23RD AVE S,47.6014574,-122.30270379
42721,101 25TH AVE,47.60180947,-122.30025048
9760,101 32ND AVE E,47.61901614,-122.29152183
27322,101 BROADWAY E,47.61891925,-122.32114133
11766,101 DENNY WAY,47.6184506,-122.35476894
29806,101 ELLIOTT AVE W,47.61891226,-122.35959162
17355,101 JOHN ST,47.61946557,-122.35493212
45288,101 LEE ST,47.63087079,-122.35535034
8400,101 M L KING JR WAY E,47.61909128,-122.29645714
11406,101 N 105TH ST,47.70494424,-122.35794081
45656,101 NE 55TH ST,47.66846975,-122.32802605
5026,101 NE 62ND ST,47.67340583,-122.32792692
40480,101 NE NORTHLAKE WAY,47.6533135,-122.32705273
27415,101 NICKERSON ST,47.6484161,-122.35542326
32567,101 NW 101ST ST,47.70201236,-122.35834459
43234,101 NW 35TH ST,47.65197973,-122.35790373
14826,101 NW 58TH ST,47.67053368,-122.35793527
13148,101 NW 83RD ST,47.68893449,-122.35818962
45423,101 NW 85TH ST,47.69034191,-122.35843535
39712,101 PINE ST,47.60973137,-122.34039035
48914,101 PREFONTAINE PL S,47.60138185,-122.32998132
47473,101 S JACKSON ST,47.59895972,-122.3337999
42865,101 S MAIN ST,47.59979439,-122.33381028
49863,101 STEWART ST,47.61029752,-122.34090346
33639,101 TAYLOR AVE N,47.61890203,-122.34672036
2932,101 W LEE ST,47.63111093,-122.35815231
46915,101 W MERCER ST,47.62432479,-122.35833993
48175,101 WESTLAKE AVE N,47.61887749,-122.33885567
37011,101 YESLER WAY,47.60148186,-122.33380268
13427,1010 5TH AVE N,47.62843471,-122.34733051
7839,1010 8TH AVE S,47.59393361,-122.32212452
44365,1010 E REPUBLICAN ST,47.6233087,-122.31934107
11413,1010 MARION ST,47.60866604,-122.32487865
10931,1010 NW 83RD ST,47.68889405,-122.36987669
13984,1010 S DEARBORN ST,47.5960006,-122.31883043
41770,1010 SPRING ST,47.60989708,-122.32660929
29175,1010 SW PORTLAND ST,47.5334793,-122.34861047
5362,1010 TAYLOR AVE N,47.62836358,-122.34604561
21732,1010 VALLEY ST,47.62648402,-122.33574585
7954,1010 WESTERN AVE,47.60470803,-122.33740579
42143,10100 51ST AVE SW,47.51290789,-122.39403605
37220,10100 MARINE VIEW DR SW,47.51282133,-122.39053269
24095,10101 RADFORD AVE NW,47.70256367,-122.38236575
11425,10101R 72ND AVE S,47.51054196,-122.24384971
24418,10104 3RD AVE NE,47.70222085,-122.32533413
10962,10106 3RD AVE NE,47.70221502,-122.3253195
8790,10108 34TH AVE SW,47.51259792,-122.37487452
17165,10109 AURORA AVE N,47.7024236,-122.34501665
40098,10109 GREENWOOD AVE N,47.70251949,-122.35580285
28867,10109 RENTON AVE S,47.51029064,-122.26005081
2630,1011 32ND AVE E,47.62787211,-122.29119245
18826,1011 BELMONT AVE E,47.62741836,-122.32652618
48445,1011 E PIKE ST,47.61376777,-122.31888241
43323,1011 E TERRACE ST,47.60504323,-122.31849881
10328,1011 MERCER ST,47.6242456,-122.33647084
27710,1011 NE 103RD ST,47.7028725,-122.31718946
49172,1011 PIKE ST,47.61301769,-122.3293033
38356,1011 S WELLER ST,47.59718925,-122.31895986
43408,1011 SW KLICKITAT WAY,47.56986711,-122.34897388
11246,1011 W GALER ST,47.6321406,-122.37099107
49486,1011 WESTERN AVE,47.60449295,-122.33804582
7680,10110 GREENWOOD AVE N,47.7026942,-122.35506018
44095,10110 RADFORD AVE NW,47.70232279,-122.38159902
18301,10111 32ND PL SW,47.51229627,-122.37319818
17588,10111 51ST AVE SW,47.51270232,-122.39463978
46147,10112 RAINIER AVE S,47.51173457,-122.24547949
16330,10113 34TH AVE SW,47.5125,-122.37549446
34157,10113 RADFORD AVE NW,47.70270669,-122.38201139
47034,10115 GREENWOOD AVE N,47.70281714,-122.35624879
47022,10115 MARINE VIEW DR SW,47.51250291,-122.39132337
47147,1012 1ST AVE,47.60528409,-122.33628113
31789,1012 26TH AVE E,47.62786908,-122.29851025
48043,1012 BELMONT AVE E,47.62764043,-122.32607834
28652,1012 NE 55TH ST,47.66876791,-122.31676011
28748,1012 NE 63RD ST,47.67435428,-122.31673967
17465,1012 NE 71ST ST,47.68035545,-122.31681258
6948,1012 NE 94TH ST,47.69705864,-122.31695723
32812,1012 QUEEN ANNE AVE N,47.62848039,-122.3564604
