id,name,altname,xPos,yPos,hours,youth_only,lighting,location 
368,Dr. Jose Rizal Park,Jose Rizal Park,-122.318094,47.593859,4 a.m. - 11:30 p.m.,FALSE,FALSE,"1007 12th Ave S
(-122.318094, 47.593859)"
369,Dr. Jose Rizal Park,Jose Rizal Park,-122.318094,47.593859,4 a.m. - 11:30 p.m.,FALSE,FALSE,"1007 12th Ave S
(-122.318094, 47.593859)"
370,Dr. Jose Rizal Park,Jose Rizal Park,-122.318094,47.593859,4 a.m. - 11:30 p.m.,FALSE,FALSE,"1007 12th Ave S
(-122.318094, 47.593859)"
371,Dr. Jose Rizal Park,Jose Rizal Park,-122.318094,47.593859,4 a.m. - 11:30 p.m.,FALSE,FALSE,"1007 12th Ave S
(-122.318094, 47.593859)"
372,Dr. Jose Rizal Park,Jose Rizal Park,-122.318094,47.593859,4 a.m. - 11:30 p.m.,FALSE,FALSE,"1007 12th Ave S
(-122.318094, 47.593859)"
373,Dr. Jose Rizal Park,Jose Rizal Park,-122.318094,47.593859,4 a.m. - 11:30 p.m.,FALSE,FALSE,"1007 12th Ave S
(-122.318094, 47.593859)"
374,Dr. Jose Rizal Park,Jose Rizal Park,-122.318094,47.593859,4 a.m. - 11:30 p.m.,FALSE,FALSE,"1007 12th Ave S
(-122.318094, 47.593859)"
375,Dr. Jose Rizal Park,Jose Rizal Park,-122.318094,47.593859,4 a.m. - 11:30 p.m.,FALSE,FALSE,"1007 12th Ave S
(-122.318094, 47.593859)"
376,Duwamish Waterway Park,,-122.319694,47.531156,4 a.m. - 11:30 p.m.,FALSE,FALSE,"7900 10th Ave S
(-122.319694, 47.531156)"
377,Duwamish Waterway Park,,-122.319694,47.531156,4 a.m. - 11:30 p.m.,FALSE,FALSE,"7900 10th Ave S
(-122.319694, 47.531156)"
378,Duwamish Waterway Park,,-122.319694,47.531156,4 a.m. - 11:30 p.m.,FALSE,FALSE,"7900 10th Ave S
(-122.319694, 47.531156)"
379,E.C. Hughes Playground,,-122.3695452,47.53280491,4 a.m. - 11:30 p.m.,FALSE,FALSE,"2805 SW Holden St
(-122.3695452, 47.53280491)"
380,E.C. Hughes Playground,,-122.3695452,47.53280491,4 a.m. - 11:30 p.m.,TRUE,FALSE,"2805 SW Holden St
(-122.3695452, 47.53280491)"
381,E.C. Hughes Playground,,-122.3695452,47.53280491,4 a.m. - 11:30 p.m.,FALSE,FALSE,"2805 SW Holden St
(-122.3695452, 47.53280491)"
382,E.C. Hughes Playground,,-122.3695452,47.53280491,4 a.m. - 11:30 p.m.,FALSE,FALSE,"2805 SW Holden St
(-122.3695452, 47.53280491)"
383,E.C. Hughes Playground,,-122.3695452,47.53280491,4 a.m. - 11:30 p.m.,FALSE,FALSE,"2805 SW Holden St
(-122.3695452, 47.53280491)"
384,E.C. Hughes Playground,,-122.3695452,47.53280491,4 a.m. - 11:30 p.m.,FALSE,FALSE,"2805 SW Holden St
(-122.3695452, 47.53280491)"
385,E.C. Hughes Playground,,-122.3695452,47.53280491,4 a.m. - 11:30 p.m.,TRUE,FALSE,"2805 SW Holden St
(-122.3695452, 47.53280491)"
386,E.C. Hughes Playground,,-122.3695452,47.53280491,4 a.m. - 11:30 p.m.,FALSE,FALSE,"2805 SW Holden St
(-122.3695452, 47.53280491)"
387,East Montlake Park,,-122.301441,47.646662,4 a.m. - 11:30 p.m.,FALSE,FALSE,"2802 E Park Drive East
(-122.301441, 47.646662)"
388,East Portal Viewpoint,,-122.2878927,47.5902218,6 a.m. - 10 p.m.,FALSE,FALSE,"1400 Lake Washington Blvd S
(-122.2878927, 47.5902218)"
389,East Queen Anne Playground,Little Howe,-122.3537858,47.636139,4 a.m. - 11:30 p.m.,TRUE,FALSE,"1912 Warren Ave N
(-122.3537858, 47.636139)"
390,East Queen Anne Playground,Little Howe,-122.3537858,47.636139,4 a.m. - 11:30 p.m.,FALSE,FALSE,"1912 Warren Ave N
(-122.3537858, 47.636139)"
391,East Queen Anne Playground,Little Howe,-122.3537858,47.636139,4 a.m. - 11:30 p.m.,FALSE,FALSE,"1912 Warren Ave N
(-122.3537858, 47.636139)"
392,East Queen Anne Playground,Little Howe,-122.3537858,47.636139,4 a.m. - 11:30 p.m.,FALSE,FALSE,"1912 Warren Ave N
(-122.3537858, 47.636139)"
393,East Queen Anne Playground,Little Howe,-122.3537858,47.636139,4 a.m. - 11:30 p.m.,FALSE,FALSE,"1912 Warren Ave N
(-122.3537858, 47.636139)"
394,East Queen Anne Playground,Little Howe,-122.3537858,47.636139,4 a.m. - 11:30 p.m.,FALSE,FALSE,"1912 Warren Ave N
(-122.3537858, 47.636139)"
395,East Queen Anne Playground,Little Howe,-122.3537858,47.636139,4 a.m. - 11:30 p.m.,FALSE,FALSE,"1912 Warren Ave N
(-122.3537858, 47.636139)"
396,Eastmont Place,,-122.405566,47.637689,4 a.m. - 11:30 p.m.,FALSE,FALSE,"2201 Westmont Way W
(-122.405566, 47.637689)"
397,Eddie Vine Boat Ramp,,-122.403454,47.686852,24 Hours,FALSE,FALSE,"8001 Seaview Ave NW
(-122.403454, 47.686852)"
398,Eddie Vine Boat Ramp,,-122.403454,47.686852,24 Hours,FALSE,FALSE,"8001 Seaview Ave NW
(-122.403454, 47.686852)"
399,Eddie Vine Boat Ramp,,-122.403454,47.686852,24 Hours,FALSE,FALSE,"8001 Seaview Ave NW
(-122.403454, 47.686852)"
400,Eddie Vine Boat Ramp,,-122.403454,47.686852,24 Hours,FALSE,FALSE,"8001 Seaview Ave NW
(-122.403454, 47.686852)"
401,Ella Bailey Park,,-122.3910597,47.64058448,4 a.m. - 11:30 p.m.,FALSE,FALSE,"2601 W Smith St
(-122.3910597, 47.64058448)"
402,Ella Bailey Park,,-122.3910597,47.64058448,4 a.m. - 11:30 p.m.,FALSE,FALSE,"2601 W Smith St
(-122.3910597, 47.64058448)"
403,Emma Schmitz Memorial Overlook,,-122.4071204,47.56289757,6 a.m. - 11 p.m.,FALSE,FALSE,"4503 Beach Dr SW
(-122.4071204, 47.56289757)"
404,Emma Schmitz Memorial Overlook,,-122.4071204,47.56289757,6 a.m. - 11 p.m.,FALSE,FALSE,"4503 Beach Dr SW
(-122.4071204, 47.56289757)"
405,Emma Schmitz Memorial Overlook,,-122.4071204,47.56289757,6 a.m. - 11 p.m.,FALSE,FALSE,"4503 Beach Dr SW
(-122.4071204, 47.56289757)"
406,Emma Schmitz Memorial Overlook,,-122.4071204,47.56289757,6 a.m. - 11 p.m.,FALSE,FALSE,"4503 Beach Dr SW
(-122.4071204, 47.56289757)"
407,Ercolini Park,,,,4 a.m. - 11:30 p.m.,FALSE,FALSE,
408,Fairmount Playfield,,-122.3805489,47.55404081,4 a.m. - 11:30 p.m.,TRUE,FALSE,"5400 Fauntleroy Way SW
(-122.3805489, 47.55404081)"
409,Fairmount Playfield,,-122.3805489,47.55404081,4 a.m. - 11:30 p.m.,FALSE,FALSE,"5400 Fauntleroy Way SW
(-122.3805489, 47.55404081)"
410,Fairmount Playfield,,-122.3805489,47.55404081,4 a.m. - 11:30 p.m.,FALSE,FALSE,"5400 Fauntleroy Way SW
(-122.3805489, 47.55404081)"
411,Fairmount Playfield,,-122.3805489,47.55404081,4 a.m. - 11:30 p.m.,FALSE,FALSE,"5400 Fauntleroy Way SW
(-122.3805489, 47.55404081)"
412,Fairmount Playfield,,-122.3805489,47.55404081,4 a.m. - 11:30 p.m.,TRUE,FALSE,"5400 Fauntleroy Way SW
(-122.3805489, 47.55404081)"
413,Fairview Park,,-122.325368,47.647413,4 a.m. - 11:30 p.m.,FALSE,FALSE,"2900 Fairview Ave E
(-122.325368, 47.647413)"
414,Fairview Park,,-122.325368,47.647413,4 a.m. - 11:30 p.m.,FALSE,FALSE,"2900 Fairview Ave E
(-122.325368, 47.647413)"
415,Fairview Park,,-122.325368,47.647413,4 a.m. - 11:30 p.m.,FALSE,FALSE,"2900 Fairview Ave E
(-122.325368, 47.647413)"
416,Fairview Park,,-122.325368,47.647413,4 a.m. - 11:30 p.m.,FALSE,FALSE,"2900 Fairview Ave E
(-122.325368, 47.647413)"
417,Fairview Park,,-122.325368,47.647413,4 a.m. - 11:30 p.m.,FALSE,FALSE,"2900 Fairview Ave E
(-122.325368, 47.647413)"
418,Fauntleroy Park,,-122.383222,47.5192,6 a.m. - 10 p.m.,FALSE,FALSE,"3951 SW Barton St
(-122.383222, 47.5192)"
419,Fauntleroy Park,,-122.383222,47.5192,6 a.m. - 10 p.m.,FALSE,FALSE,"3951 SW Barton St
(-122.383222, 47.5192)"
420,Fauntleroy Park,,-122.383222,47.5192,6 a.m. - 10 p.m.,FALSE,FALSE,"3951 SW Barton St
(-122.383222, 47.5192)"
421,Fauntleroy Park,,-122.383222,47.5192,6 a.m. - 10 p.m.,FALSE,FALSE,"3951 SW Barton St
(-122.383222, 47.5192)"
422,Fauntleroy Park,,-122.383222,47.5192,6 a.m. - 10 p.m.,FALSE,FALSE,"3951 SW Barton St
(-122.383222, 47.5192)"
423,Ferdinand Street Boat Ramp,,-122.264912,47.561358,24 hours,FALSE,FALSE,"5018 Lake Washington Blvd S
(-122.264912, 47.561358)"
424,Ferdinand Street Boat Ramp,,-122.264912,47.561358,24 hours,FALSE,FALSE,"5018 Lake Washington Blvd S
(-122.264912, 47.561358)"
425,Firehouse Mini Park,,-122.308558,47.608448,4 a.m. - 11:30 p.m.,FALSE,FALSE,"712 18th Ave
(-122.308558, 47.608448)"
426,Flo Ware Park,,-122.295868,47.599557,6 a.m. - 10 p.m.,FALSE,FALSE,"2800 S Jackson St
(-122.295868, 47.599557)"
427,Flo Ware Park,,-122.295868,47.599557,6 a.m. - 10 p.m.,FALSE,FALSE,"2800 S Jackson St
(-122.295868, 47.599557)"
428,Freeway Park - Jim Ellis Freeway Park,,-122.330904,47.609472,6 a.m. - 10 p.m.,FALSE,FALSE,"700 Seneca St
(-122.330904, 47.609472)"
429,Freeway Park - Jim Ellis Freeway Park,,-122.330904,47.609472,6 a.m. - 10 p.m.,FALSE,FALSE,"700 Seneca St
(-122.330904, 47.609472)"
430,Freeway Park - Jim Ellis Freeway Park,,-122.330904,47.609472,6 a.m. - 10 p.m.,FALSE,FALSE,"700 Seneca St
(-122.330904, 47.609472)"
431,Fremont Canal Park,,-122.357864,47.651802,4 a.m. - 11:30 p.m.,FALSE,FALSE,"199 N Canal St
(-122.357864, 47.651802)"
432,Fremont Canal Park,,-122.357864,47.651802,4 a.m. - 11:30 p.m.,FALSE,FALSE,"199 N Canal St
(-122.357864, 47.651802)"
433,Fremont Peak Park,,-122.356671,47.661108,4 a.m. - 11:30 p.m.,FALSE,FALSE,"4357 Palatine Ave N
(-122.356671, 47.661108)"
434,Fremont Peak Park,,-122.356671,47.661108,4 a.m. - 11:30 p.m.,FALSE,FALSE,"4357 Palatine Ave N
(-122.356671, 47.661108)"
435,Frink Park,,-122.290256,47.599506,4 a.m. - 11:30 p.m.,FALSE,FALSE,"398 Lake Washington Blvd S
(-122.290256, 47.599506)"
436,Frink Park,,-122.290256,47.599506,4 a.m. - 11:30 p.m.,FALSE,FALSE,"398 Lake Washington Blvd S
(-122.290256, 47.599506)"
437,Frink Park,,-122.290256,47.599506,4 a.m. - 11:30 p.m.,FALSE,FALSE,"398 Lake Washington Blvd S
(-122.290256, 47.599506)"
438,Frink Park,,-122.290256,47.599506,4 a.m. - 11:30 p.m.,FALSE,FALSE,"398 Lake Washington Blvd S
(-122.290256, 47.599506)"
439,Froula Playground,,-122.3139784,47.68053832,4 a.m. - 11:30 p.m.,FALSE,FALSE,"7200 12th Ave NE
(-122.3139784, 47.68053832)"
440,Froula Playground,,-122.3139784,47.68053832,4 a.m. - 11:30 p.m.,FALSE,FALSE,"7200 12th Ave NE
(-122.3139784, 47.68053832)"
441,Froula Playground,,-122.3139784,47.68053832,4 a.m. - 11:30 p.m.,FALSE,FALSE,"7200 12th Ave NE
(-122.3139784, 47.68053832)"
442,Garfield Playfield,,-122.3014119,47.6070978,6 a.m. - 10 p.m.,FALSE,TRUE,"537 25th Ave
(-122.3014119, 47.6070978)"
443,Garfield Playfield,,-122.3014119,47.6070978,6 a.m. - 10 p.m.,TRUE,TRUE,"537 25th Ave
(-122.3014119, 47.6070978)"
444,Garfield Playfield,,-122.3014119,47.6070978,6 a.m. - 10 p.m.,TRUE,TRUE,"537 25th Ave
(-122.3014119, 47.6070978)"
445,Garfield Playfield,,-122.3014119,47.6070978,6 a.m. - 10 p.m.,FALSE,FALSE,"537 25th Ave
(-122.3014119, 47.6070978)"
446,Garfield Playfield,,-122.3014119,47.6070978,6 a.m. - 10 p.m.,TRUE,TRUE,"537 25th Ave
(-122.3014119, 47.6070978)"
447,Garfield Playfield,,-122.3014119,47.6070978,6 a.m. - 10 p.m.,FALSE,FALSE,"537 25th Ave
(-122.3014119, 47.6070978)"
448,Garfield Playfield,,-122.3014119,47.6070978,6 a.m. - 10 p.m.,FALSE,FALSE,"537 25th Ave
(-122.3014119, 47.6070978)"
449,Garfield Playfield,,-122.3014119,47.6070978,6 a.m. - 10 p.m.,FALSE,FALSE,"537 25th Ave
(-122.3014119, 47.6070978)"
450,Garfield Playfield,,-122.3014119,47.6070978,6 a.m. - 10 p.m.,FALSE,FALSE,"537 25th Ave
(-122.3014119, 47.6070978)"
451,Garfield Playfield,,-122.3014119,47.6070978,6 a.m. - 10 p.m.,TRUE,FALSE,"537 25th Ave
(-122.3014119, 47.6070978)"
452,Garfield Playfield,,-122.3014119,47.6070978,6 a.m. - 10 p.m.,FALSE,FALSE,"537 25th Ave
(-122.3014119, 47.6070978)"
453,Garfield Playfield,,-122.3014119,47.6070978,6 a.m. - 10 p.m.,FALSE,FALSE,"537 25th Ave
(-122.3014119, 47.6070978)"
454,Garfield Playfield,,-122.3014119,47.6070978,6 a.m. - 10 p.m.,FALSE,FALSE,"537 25th Ave
(-122.3014119, 47.6070978)"
455,Garfield Playfield,,-122.3014119,47.6070978,6 a.m. - 10 p.m.,FALSE,FALSE,"537 25th Ave
(-122.3014119, 47.6070978)"
456,Gas Works Park,,-122.334906,47.645639,6 a.m. - 10 p.m.,FALSE,FALSE,"2101 N Northlake Way
(-122.334906, 47.645639)"
457,Gas Works Park,,-122.334906,47.645639,6 a.m. - 10 p.m.,FALSE,FALSE,"2101 N Northlake Way
(-122.334906, 47.645639)"
458,Gas Works Park,,-122.334906,47.645639,6 a.m. - 10 p.m.,FALSE,FALSE,"2101 N Northlake Way
(-122.334906, 47.645639)"
459,Gas Works Park,,-122.334906,47.645639,6 a.m. - 10 p.m.,FALSE,FALSE,"2101 N Northlake Way
(-122.334906, 47.645639)"
460,Gas Works Park,,-122.334906,47.645639,6 a.m. - 10 p.m.,FALSE,FALSE,"2101 N Northlake Way
(-122.334906, 47.645639)"
461,Gas Works Park,,-122.334906,47.645639,6 a.m. - 10 p.m.,FALSE,FALSE,"2101 N Northlake Way
(-122.334906, 47.645639)"
462,Gas Works Park,,-122.334906,47.645639,6 a.m. - 10 p.m.,FALSE,FALSE,"2101 N Northlake Way
(-122.334906, 47.645639)"
463,Gas Works Park,,-122.334906,47.645639,6 a.m. - 10 p.m.,FALSE,FALSE,"2101 N Northlake Way
(-122.334906, 47.645639)"
464,Gas Works Park,,-122.334906,47.645639,6 a.m. - 10 p.m.,FALSE,FALSE,"2101 N Northlake Way
(-122.334906, 47.645639)"
465,Gas Works Park,,-122.334906,47.645639,6 a.m. - 10 p.m.,FALSE,FALSE,"2101 N Northlake Way
(-122.334906, 47.645639)"
466,Gas Works Park,,-122.334906,47.645639,6 a.m. - 10 p.m.,FALSE,FALSE,"2101 N Northlake Way
(-122.334906, 47.645639)"
467,Genesee Park and Playfield,,-122.278744,47.564856,4 a.m. - 11:30 p.m.,FALSE,FALSE,"4316 S Genesee St
(-122.278744, 47.564856)"
468,Genesee Park and Playfield,,-122.278744,47.564856,4 a.m. - 11:30 p.m.,FALSE,FALSE,"4316 S Genesee St
(-122.278744, 47.564856)"
469,Genesee Park and Playfield,,-122.278744,47.564856,4 a.m. - 11:30 p.m.,FALSE,FALSE,"4316 S Genesee St
(-122.278744, 47.564856)"
470,Genesee Park and Playfield,,-122.278744,47.564856,4 a.m. - 11:30 p.m.,FALSE,FALSE,"4316 S Genesee St
(-122.278744, 47.564856)"
471,Genesee Park and Playfield,,-122.278744,47.564856,4 a.m. - 11:30 p.m.,FALSE,FALSE,"4316 S Genesee St
(-122.278744, 47.564856)"
472,Genesee Park and Playfield,,-122.278744,47.564856,4 a.m. - 11:30 p.m.,FALSE,FALSE,"4316 S Genesee St
(-122.278744, 47.564856)"
473,Genesee Park and Playfield,,-122.278744,47.564856,4 a.m. - 11:30 p.m.,FALSE,FALSE,"4316 S Genesee St
(-122.278744, 47.564856)"
474,Genesee Park and Playfield,,-122.278744,47.564856,4 a.m. - 11:30 p.m.,FALSE,FALSE,"4316 S Genesee St
(-122.278744, 47.564856)"
475,Genesee Park and Playfield,,-122.278744,47.564856,4 a.m. - 11:30 p.m.,FALSE,TRUE,"4316 S Genesee St
(-122.278744, 47.564856)"
476,Genesee Park and Playfield,,-122.278744,47.564856,4 a.m. - 11:30 p.m.,FALSE,TRUE,"4316 S Genesee St
(-122.278744, 47.564856)"
477,Georgetown Playfield,,-122.3213956,47.55161973,4 a.m. - 11:30 p.m.,FALSE,FALSE,"750 S Homer St
(-122.3213956, 47.55161973)"
478,Georgetown Playfield,,-122.3213956,47.55161973,4 a.m. - 11:30 p.m.,FALSE,FALSE,"750 S Homer St
(-122.3213956, 47.55161973)"
479,Georgetown Playfield,,-122.3213956,47.55161973,4 a.m. - 11:30 p.m.,FALSE,FALSE,"750 S Homer St
(-122.3213956, 47.55161973)"
480,Georgetown Playfield,,-122.3213956,47.55161973,4 a.m. - 11:30 p.m.,FALSE,FALSE,"750 S Homer St
(-122.3213956, 47.55161973)"
481,Georgetown Playfield,,-122.3213956,47.55161973,4 a.m. - 11:30 p.m.,FALSE,FALSE,"750 S Homer St
(-122.3213956, 47.55161973)"
482,Georgetown Playfield,,-122.3213956,47.55161973,4 a.m. - 11:30 p.m.,FALSE,TRUE,"750 S Homer St
(-122.3213956, 47.55161973)"
483,Georgetown Playfield,,-122.3213956,47.55161973,4 a.m. - 11:30 p.m.,FALSE,FALSE,"750 S Homer St
(-122.3213956, 47.55161973)"
484,Georgetown Playfield,,-122.3213956,47.55161973,4 a.m. - 11:30 p.m.,FALSE,FALSE,"750 S Homer St
(-122.3213956, 47.55161973)"
485,Gilman Playground,,-122.369684,47.66729167,4 a.m. - 11:30 p.m.,FALSE,FALSE,"923 NW 54th St
(-122.369684, 47.66729167)"
486,Gilman Playground,,-122.369684,47.66729167,4 a.m. - 11:30 p.m.,TRUE,FALSE,"923 NW 54th St
(-122.369684, 47.66729167)"
487,Gilman Playground,,-122.369684,47.66729167,4 a.m. - 11:30 p.m.,FALSE,FALSE,"923 NW 54th St
(-122.369684, 47.66729167)"
488,Gilman Playground,,-122.369684,47.66729167,4 a.m. - 11:30 p.m.,FALSE,FALSE,"923 NW 54th St
(-122.369684, 47.66729167)"
489,Gilman Playground,,-122.369684,47.66729167,4 a.m. - 11:30 p.m.,FALSE,FALSE,"923 NW 54th St
(-122.369684, 47.66729167)"
490,Gilman Playground,,-122.369684,47.66729167,4 a.m. - 11:30 p.m.,FALSE,FALSE,"923 NW 54th St
(-122.369684, 47.66729167)"
491,Gilman Playground,,-122.369684,47.66729167,4 a.m. - 11:30 p.m.,TRUE,FALSE,"923 NW 54th St
(-122.369684, 47.66729167)"
492,Gilman Playground,,-122.369684,47.66729167,4 a.m. - 11:30 p.m.,FALSE,FALSE,"923 NW 54th St
(-122.369684, 47.66729167)"
493,Gilman Playground,,-122.369684,47.66729167,4 a.m. - 11:30 p.m.,FALSE,FALSE,"923 NW 54th St
(-122.369684, 47.66729167)"
494,Gilman Playground,,-122.369684,47.66729167,4 a.m. - 11:30 p.m.,FALSE,FALSE,"923 NW 54th St
(-122.369684, 47.66729167)"
495,Golden Gardens Park,,-122.403454,47.686852,4 a.m. - 11:30 p.m.,FALSE,FALSE,"8498 Seaview Pl NW
(-122.403454, 47.686852)"
496,Golden Gardens Park,,-122.403454,47.686852,4 a.m. - 11:30 p.m.,FALSE,FALSE,"8498 Seaview Pl NW
(-122.403454, 47.686852)"
497,Golden Gardens Park,,-122.403454,47.686852,4 a.m. - 11:30 p.m.,FALSE,FALSE,"8498 Seaview Pl NW
(-122.403454, 47.686852)"
498,Golden Gardens Park,,-122.403454,47.686852,4 a.m. - 11:30 p.m.,FALSE,FALSE,"8498 Seaview Pl NW
(-122.403454, 47.686852)"
499,Golden Gardens Park,,-122.403454,47.686852,4 a.m. - 11:30 p.m.,FALSE,FALSE,"8498 Seaview Pl NW
(-122.403454, 47.686852)"
500,Golden Gardens Park,,-122.403454,47.686852,4 a.m. - 11:30 p.m.,FALSE,FALSE,"8498 Seaview Pl NW
(-122.403454, 47.686852)"
501,Golden Gardens Park,,-122.403454,47.686852,4 a.m. - 11:30 p.m.,FALSE,FALSE,"8498 Seaview Pl NW
(-122.403454, 47.686852)"
502,Golden Gardens Park,,-122.403454,47.686852,4 a.m. - 11:30 p.m.,FALSE,FALSE,"8498 Seaview Pl NW
(-122.403454, 47.686852)"
503,Golden Gardens Park,,-122.403454,47.686852,4 a.m. - 11:30 p.m.,FALSE,FALSE,"8498 Seaview Pl NW
(-122.403454, 47.686852)"
504,Golden Gardens Park,,-122.403454,47.686852,4 a.m. - 11:30 p.m.,FALSE,FALSE,"8498 Seaview Pl NW
(-122.403454, 47.686852)"
505,Golden Gardens Park,,-122.403454,47.686852,4 a.m. - 11:30 p.m.,FALSE,FALSE,"8498 Seaview Pl NW
(-122.403454, 47.686852)"
506,Golden Gardens Park,,-122.403454,47.686852,4 a.m. - 11:30 p.m.,FALSE,FALSE,"8498 Seaview Pl NW
(-122.403454, 47.686852)"
507,Golden Gardens Park,,-122.403454,47.686852,4 a.m. - 11:30 p.m.,FALSE,FALSE,"8498 Seaview Pl NW
(-122.403454, 47.686852)"
508,Golden Gardens Park,,-122.403454,47.686852,4 a.m. - 11:30 p.m.,FALSE,FALSE,"8498 Seaview Pl NW
(-122.403454, 47.686852)"
509,Golden Gardens Park,,-122.403454,47.686852,4 a.m. - 11:30 p.m.,FALSE,FALSE,"8498 Seaview Pl NW
(-122.403454, 47.686852)"
510,Golden Gardens Park,,-122.403454,47.686852,4 a.m. - 11:30 p.m.,FALSE,FALSE,"8498 Seaview Pl NW
(-122.403454, 47.686852)"
511,Golden Gardens Park,,-122.403454,47.686852,4 a.m. - 11:30 p.m.,FALSE,FALSE,"8498 Seaview Pl NW
(-122.403454, 47.686852)"
512,Golden Gardens Park,,-122.403454,47.686852,4 a.m. - 11:30 p.m.,FALSE,FALSE,"8498 Seaview Pl NW
(-122.403454, 47.686852)"
513,Green Lake Park,,-122.330394,47.678938,24 Hours,FALSE,FALSE,"7201 E Greenlake Dr N
(-122.330394, 47.678938)"
514,Green Lake Park,,-122.330394,47.678938,24 Hours,FALSE,FALSE,"7201 E Greenlake Dr N
(-122.330394, 47.678938)"
515,Green Lake Park,,-122.330394,47.678938,24 Hours,FALSE,FALSE,"7201 E Greenlake Dr N
(-122.330394, 47.678938)"
516,Green Lake Park,,-122.330394,47.678938,24 Hours,FALSE,FALSE,"7201 E Greenlake Dr N
(-122.330394, 47.678938)"
517,Green Lake Park,,-122.330394,47.678938,24 Hours,FALSE,FALSE,"7201 E Greenlake Dr N
(-122.330394, 47.678938)"
518,Green Lake Park,,-122.330394,47.678938,24 Hours,FALSE,FALSE,"7201 E Greenlake Dr N
(-122.330394, 47.678938)"
519,Green Lake Park,,-122.330394,47.678938,24 Hours,FALSE,FALSE,"7201 E Greenlake Dr N
(-122.330394, 47.678938)"
520,Green Lake Park,,-122.330394,47.678938,24 Hours,FALSE,FALSE,"7201 E Greenlake Dr N
(-122.330394, 47.678938)"
521,Green Lake Park,,-122.330394,47.678938,24 Hours,FALSE,FALSE,"7201 E Greenlake Dr N
(-122.330394, 47.678938)"
522,Green Lake Park,,-122.330394,47.678938,24 Hours,FALSE,FALSE,"7201 E Greenlake Dr N
(-122.330394, 47.678938)"
523,Green Lake Park,,-122.330394,47.678938,24 Hours,FALSE,FALSE,"7201 E Greenlake Dr N
(-122.330394, 47.678938)"
524,Green Lake Park,,-122.330394,47.678938,24 Hours,FALSE,FALSE,"7201 E Greenlake Dr N
(-122.330394, 47.678938)"
525,Green Lake Park,,-122.330394,47.678938,24 Hours,FALSE,FALSE,"7201 E Greenlake Dr N
(-122.330394, 47.678938)"
526,Green Lake Park,,-122.330394,47.678938,24 Hours,FALSE,FALSE,"7201 E Greenlake Dr N
(-122.330394, 47.678938)"
527,Green Lake Park,,-122.330394,47.678938,24 Hours,FALSE,FALSE,"7201 E Greenlake Dr N
(-122.330394, 47.678938)"
528,Green Lake Park,,-122.330394,47.678938,24 Hours,FALSE,FALSE,"7201 E Greenlake Dr N
(-122.330394, 47.678938)"
529,Green Lake Park,,-122.330394,47.678938,24 Hours,FALSE,FALSE,"7201 E Greenlake Dr N
(-122.330394, 47.678938)"
530,Green Lake Park,,-122.330394,47.678938,24 Hours,FALSE,FALSE,"7201 E Greenlake Dr N
(-122.330394, 47.678938)"
531,Green Lake Park,,-122.330394,47.678938,24 Hours,FALSE,FALSE,"7201 E Greenlake Dr N
(-122.330394, 47.678938)"
532,Green Lake Park,,-122.330394,47.678938,24 Hours,FALSE,FALSE,"7201 E Greenlake Dr N
(-122.330394, 47.678938)"
533,Green Lake Park,,-122.330394,47.678938,24 Hours,TRUE,FALSE,"7201 E Greenlake Dr N
(-122.330394, 47.678938)"
534,Green Lake Park,,-122.330394,47.678938,24 Hours,FALSE,FALSE,"7201 E Greenlake Dr N
(-122.330394, 47.678938)"
535,Green Lake Park,,-122.330394,47.678938,24 Hours,FALSE,FALSE,"7201 E Greenlake Dr N
(-122.330394, 47.678938)"
536,Green Lake Park,,-122.330394,47.678938,24 Hours,FALSE,FALSE,"7201 E Greenlake Dr N
(-122.330394, 47.678938)"
537,Green Lake Park,,-122.330394,47.678938,24 Hours,FALSE,FALSE,"7201 E Greenlake Dr N
(-122.330394, 47.678938)"
538,Green Lake Park,,-122.330394,47.678938,24 Hours,FALSE,FALSE,"7201 E Greenlake Dr N
(-122.330394, 47.678938)"
539,Green Lake Park,,-122.330394,47.678938,24 Hours,FALSE,FALSE,"7201 E Greenlake Dr N
(-122.330394, 47.678938)"
540,Green Lake Park,,-122.330394,47.678938,24 Hours,FALSE,FALSE,"7201 E Greenlake Dr N
(-122.330394, 47.678938)"
541,Green Lake Park,,-122.330394,47.678938,24 Hours,FALSE,FALSE,"7201 E Greenlake Dr N
(-122.330394, 47.678938)"
542,Greenwood Park,,-122.350647,47.693048,4 a.m. - 11:30 p.m.,FALSE,FALSE,"602 N 87th St
(-122.350647, 47.693048)"
543,Greenwood Park,,-122.350647,47.693048,4 a.m. - 11:30 p.m.,FALSE,FALSE,"602 N 87th St
(-122.350647, 47.693048)"
544,Greg Davis Park,,-122.366001,47.55437,4 a.m. - 11:30 p.m.,FALSE,FALSE,"2600 SW Brandon St
(-122.366001, 47.55437)"
545,Greg Davis Park,,-122.366001,47.55437,4 a.m. - 11:30 p.m.,FALSE,FALSE,"2600 SW Brandon St
(-122.366001, 47.55437)"
546,Hamilton Viewpoint Park,,-122.3890697,47.59074752,4 a.m. - 11:30 p.m.,FALSE,FALSE,"1120 California Ave SW
(-122.3890697, 47.59074752)"
547,Hamilton Viewpoint Park,,-122.3890697,47.59074752,4 a.m. - 11:30 p.m.,FALSE,FALSE,"1120 California Ave SW
(-122.3890697, 47.59074752)"
